Date;Consommation (MW);Thermique (MW);Bagasse/charbon (MW);Hydraulique (MW);Photovoltaïque (MW);Eolien (MW);Bioénergies (MW)
03/08/2017 00:00;285.482;81.811;155.816;45.701;-0.429;1.625;0.958
03/08/2017 01:00;256.81;75.41;137.234;42.243;-0.394;1.418;0.9
03/08/2017 02:00;240.345;76.961;135.877;26.035;-0.402;0.972;0.903
03/08/2017 03:00;229.739;76.066;136.714;15.566;-0.405;0.897;0.901
03/08/2017 04:00;225.693;74.187;135.471;13.668;-0.404;1.869;0.902
03/08/2017 05:00;233.063;76.588;139.169;14.955;-0.42;1.923;0.849
03/08/2017 06:00;257.961;81.677;151.655;22.859;-0.404;1.517;0.658
03/08/2017 07:00;289.302;96.381;157.526;33.242;-0.392;1.888;0.658
03/08/2017 08:00;322.097;97.16;158.088;56.827;6.603;2.76;0.659
03/08/2017 09:00;352.619;94.836;156.696;62.051;36.488;1.89;0.657
03/08/2017 10:00;371.375;95.876;156.276;49.012;66.713;2.841;0.657
03/08/2017 11:00;380.852;93.135;151.241;43.119;89.975;2.727;0.656
03/08/2017 12:00;380.379;91.298;148.8;34.089;102.783;2.679;0.73
03/08/2017 13:00;369.767;95.033;140.721;21.189;108.811;3.292;0.721
03/08/2017 14:00;370.08;99.864;136.05;31.247;97.665;5.045;0.208
03/08/2017 15:00;363.991;109.549;133.822;32.858;83.74;3.713;0.309
03/08/2017 16:00;354.109;111.826;144.833;35.709;58.299;2.563;0.879
03/08/2017 17:00;348.589;110.436;149.492;49.526;35.867;2.298;0.969
03/08/2017 18:00;358.542;126.372;156.165;60.396;12.809;1.833;0.968
03/08/2017 19:00;416.732;156.044;164.098;90.64;2.721;2.261;0.967
03/08/2017 20:00;413.343;152.397;162.805;95.667;-0.242;1.748;0.968
03/08/2017 21:00;375.202;137.767;158.922;76.288;-0.431;1.702;0.954
03/08/2017 22:00;355.356;132.027;156.595;64.432;-0.416;1.754;0.964
03/08/2017 23:00;351.221;118.371;158.177;72.002;-0.414;2.121;0.964
04/08/2017 00:00;307.934;86.943;158.391;59.648;-0.414;2.434;0.932
04/08/2017 01:00;263.062;74.941;155.685;30.151;-0.415;1.802;0.899
04/08/2017 02:00;238.409;73.988;143.418;18.12;-0.418;2.401;0.9
04/08/2017 03:00;228.337;72.893;134.555;17.089;-0.393;3.293;0.9
04/08/2017 04:00;226.416;72.74;132.623;16.833;-0.408;3.729;0.899
04/08/2017 05:00;233.258;76.579;131.607;21.004;-0.401;3.707;0.762
04/08/2017 06:00;260.804;77.128;146.783;33.964;-0.414;2.687;0.656
04/08/2017 07:00;294.663;80.104;161.282;48.407;-0.407;4.621;0.657
04/08/2017 08:00;331.042;78.283;160.002;80.044;8.932;3.125;0.656
04/08/2017 09:00;362.257;78.682;159.427;77.401;41.733;4.36;0.655
04/08/2017 10:00;374.119;78.663;162.365;51.825;76.492;4.12;0.654
04/08/2017 11:00;378.591;81.517;162.196;34.263;94.025;5.938;0.652
04/08/2017 12:00;377.172;90.895;156.451;18.876;103.427;6.871;0.652
04/08/2017 13:00;362.346;89.997;144.496;22.087;99.182;5.933;0.652
04/08/2017 14:00;358.47;90.825;141.339;22.444;96.745;6.467;0.65
04/08/2017 15:00;353.606;92.527;124.833;39.937;88.452;7.014;0.843
04/08/2017 16:00;343.924;93.742;125.018;52.358;65.502;6.505;0.798
04/08/2017 17:00;338.972;97.214;144.559;52.731;38.153;5.348;0.966
04/08/2017 18:00;349.608;118.812;162.332;54.472;7.764;5.264;0.964
04/08/2017 19:00;403.242;140.07;160.773;97.358;0.529;3.55;0.961
04/08/2017 20:00;398.971;138.223;157.362;100.033;-0.181;2.573;0.963
04/08/2017 21:00;363.835;133.924;155.303;71.284;-0.404;2.778;0.951
04/08/2017 22:00;343.089;134.14;155.126;51.289;-0.4;1.977;0.957
04/08/2017 23:00;342.616;130.614;156.667;52.543;-0.405;2.262;0.936
05/08/2017 00:00;297.929;91.462;158.523;45.129;-0.401;2.305;0.91
05/08/2017 01:00;262.367;63.549;152.458;43.004;-0.402;2.852;0.906
05/08/2017 02:00;240.832;57.939;143.439;36.803;-0.409;2.139;0.92
05/08/2017 03:00;225.841;59.13;144.674;19.403;-0.405;2.131;0.908
05/08/2017 04:00;220.136;50.545;148.651;17.487;-0.407;2.898;0.962
05/08/2017 05:00;224.604;30.882;168.79;21.299;-0.406;3.072;0.967
05/08/2017 06:00;240.297;28.908;182.577;25.609;-0.404;2.645;0.962
05/08/2017 07:00;254.932;30.532;189.236;31.512;-0.373;3.061;0.963
05/08/2017 08:00;285.44;30.915;189.69;50.982;10.572;2.331;0.951
05/08/2017 09:00;325.455;31.013;189.845;59.123;42.444;2.068;0.962
05/08/2017 10:00;346.672;30.049;188.349;56.464;68.17;2.684;0.956
05/08/2017 11:00;352.741;30.444;184.706;43.815;90.746;2.073;0.957
05/08/2017 12:00;354.849;30.57;173.682;48.507;98.654;2.481;0.955
05/08/2017 13:00;342.205;30.273;171.694;49.609;87.297;2.375;0.956
05/08/2017 14:00;327.793;28.949;169.161;37.999;88.361;2.369;0.953
05/08/2017 15:00;317.014;28.22;166.75;31.186;87.921;2.011;0.926
05/08/2017 16:00;309.182;37.665;173.113;30.356;65.446;1.707;0.895
05/08/2017 17:00;309.275;61.065;172.03;38.382;35.37;1.533;0.894
05/08/2017 18:00;322.347;86.71;180.33;45.261;7.619;1.529;0.897
05/08/2017 19:00;377.432;95.326;195.07;84.562;0.039;1.537;0.898
05/08/2017 20:00;387.853;93.714;193.958;97.866;-0.4;1.817;0.897
05/08/2017 21:00;358.774;91.822;193.023;71.94;-0.412;1.599;0.802
05/08/2017 22:00;341.229;91.422;192.712;54.835;-0.416;2.023;0.654
05/08/2017 23:00;340.556;83.238;192.498;62.027;-0.394;2.532;0.656
06/08/2017 00:00;293.136;56.251;188.351;46.566;-0.398;1.711;0.655
06/08/2017 01:00;254.031;29.761;180.183;42.352;-0.4;1.481;0.654
06/08/2017 02:00;227.144;28.938;176.062;20.073;-0.412;1.827;0.656
06/08/2017 03:00;214.167;28.89;166.512;17.319;-0.405;1.195;0.656
06/08/2017 04:00;209.938;29.823;160.294;18.806;-0.401;0.762;0.654
06/08/2017 05:00;212.083;29.886;155.383;25.949;-0.407;0.617;0.656
06/08/2017 06:00;221.057;30.386;156.354;32.985;-0.404;1.079;0.657
06/08/2017 07:00;229.709;29.648;154.716;43.834;-0.39;1.246;0.654
06/08/2017 08:00;250.76;29.258;154.417;56.049;9.562;0.816;0.657
06/08/2017 09:00;282.17;28.733;153.028;61.153;37.943;0.659;0.655
06/08/2017 10:00;305.252;28.772;152.351;53.113;69.604;0.737;0.676
06/08/2017 11:00;318.892;28.834;151.781;39.653;96.34;1.466;0.818
06/08/2017 12:00;320.616;28.478;150.671;34.565;103.991;1.947;0.964
06/08/2017 13:00;303.608;28.901;141.315;24.533;105.672;2.231;0.957
06/08/2017 14:00;279.163;29.457;132.773;29.042;85.042;1.886;0.962
06/08/2017 15:00;268.631;30.332;120.009;33.643;82.252;1.434;0.96
06/08/2017 16:00;262.101;31.028;123.398;41.078;64.071;1.569;0.958
06/08/2017 17:00;264.143;31.625;148.57;47.411;34.485;1.091;0.962
06/08/2017 18:00;280.24;32.741;177.732;57.256;10.547;1;0.964
06/08/2017 19:00;339.484;56.439;188.561;92.438;-0.145;1.238;0.953
06/08/2017 20:00;356.936;61.454;188.163;105.528;-0.32;1.161;0.95
06/08/2017 21:00;337.575;58.655;185.799;91.734;-0.42;0.843;0.964
06/08/2017 22:00;319.071;62.052;188.738;67.187;-0.408;0.674;0.828
06/08/2017 23:00;321.608;59.313;203.9;57.256;-0.413;0.839;0.714
07/08/2017 00:00;274.52;51.406;188.462;33.429;-0.413;0.687;0.95
07/08/2017 01:00;238.49;27.768;186.689;23.221;-0.402;0.27;0.945
07/08/2017 02:00;216.587;27.14;174.709;13.749;-0.406;0.449;0.946
07/08/2017 03:00;206.119;28.095;162.043;15.269;-0.406;0.18;0.938
07/08/2017 04:00;205.241;28.772;158.838;16.89;-0.384;0.177;0.949
07/08/2017 05:00;215.276;30.028;160.673;23.955;-0.402;0.096;0.926
07/08/2017 06:00;242.614;31.5;172.56;38.054;-0.411;-0.037;0.948
07/08/2017 07:00;274.017;34.321;186.976;51.999;-0.391;0.162;0.951
07/08/2017 08:00;312.442;50.523;186.66;64.664;9.244;0.404;0.947
07/08/2017 09:00;351.94;64.089;185.087;59.683;42.002;0.144;0.934
07/08/2017 10:00;364.45;61.59;170.65;50.697;80.474;0.103;0.936
07/08/2017 11:00;373.15;60.54;166.702;44.424;100.405;0.134;0.946
07/08/2017 12:00;378.473;61.011;167.039;37.52;111.67;0.278;0.956
07/08/2017 13:00;367.885;60.404;162.355;28.609;114.452;1.107;0.957
07/08/2017 14:00;367.652;61.27;163.068;32.428;108.538;1.387;0.961
07/08/2017 15:00;366.197;63.239;164.134;41.395;95.017;1.458;0.954
07/08/2017 16:00;356.12;79.196;166.111;40.824;66.833;2.213;0.942
07/08/2017 17:00;351.172;102.77;170.415;40.072;35.226;1.746;0.942
07/08/2017 18:00;357.609;126.69;175.102;40.459;13.439;1.203;0.716
07/08/2017 19:00;410.442;143.257;183.642;77.658;4.822;0.408;0.654
07/08/2017 20:00;406.025;138.115;181.714;85.206;-0.068;0.404;0.654
07/08/2017 21:00;370.671;132.673;185.802;50.886;-0.419;0.99;0.739
07/08/2017 22:00;351.15;114.26;185.669;50.064;-0.413;0.757;0.814
07/08/2017 23:00;351.326;85.165;186.086;78.947;-0.407;0.88;0.655
08/08/2017 00:00;304.41;53.959;183.055;66.154;-0.422;1.009;0.655
08/08/2017 01:00;266.642;46.69;179.775;38.947;-0.416;0.992;0.655
08/08/2017 02:00;245.583;45.881;178.889;18.461;-0.414;1.842;0.924
08/08/2017 03:00;235.33;45.83;169.418;18.135;-0.396;1.393;0.949
08/08/2017 04:00;231.931;45.75;167.025;17.426;-0.409;1.19;0.949
08/08/2017 05:00;240.447;48.727;169.405;20.74;-0.413;1.16;0.828
08/08/2017 06:00;267.638;53.627;184.863;27.824;-0.418;1.086;0.656
08/08/2017 07:00;296.944;63.646;185.786;45.88;-0.4;1.376;0.655
08/08/2017 08:00;335.177;76.334;186.776;66.166;3.633;1.612;0.656
08/08/2017 09:00;366.186;80.025;185.512;81.071;17.281;1.641;0.655
08/08/2017 10:00;371.99;89.719;182.844;54.498;42.454;1.821;0.655
08/08/2017 11:00;379.658;91.963;177.381;43.157;65.152;1.351;0.654
08/08/2017 12:00;382.267;91.623;174.277;40.941;73.991;0.784;0.651
08/08/2017 13:00;370.251;92.858;170.3;24.746;80.497;1.2;0.649
08/08/2017 14:00;375.06;93.328;169.02;32.915;77.477;1.499;0.822
08/08/2017 15:00;374.973;94.936;168.735;44.31;64.537;1.497;0.958
08/08/2017 16:00;368.429;109.027;172.232;42.404;42.492;1.314;0.959
08/08/2017 17:00;361.836;112.979;182.606;40.06;23.945;1.29;0.956
08/08/2017 18:00;372.021;137.168;185.174;40.754;6.633;1.333;0.958
08/08/2017 19:00;423.665;143.827;190.906;83.818;2.113;2.037;0.964
08/08/2017 20:00;417.623;140.178;190.289;83.776;0.756;1.664;0.96
08/08/2017 21:00;379.462;138.374;190.618;48.152;-0.392;1.749;0.961
08/08/2017 22:00;359.547;115.759;191.026;50.402;-0.405;1.805;0.961
08/08/2017 23:00;356.709;85.229;192.501;76.151;-0.406;2.434;0.801
09/08/2017 00:00;309.293;52.97;192.037;60.625;-0.4;3.383;0.678
09/08/2017 01:00;270.561;46.028;191.391;30.646;-0.414;1.946;0.964
09/08/2017 02:00;247.226;45.784;178.032;20.773;-0.4;2.078;0.959
09/08/2017 03:00;237.61;45.711;170.135;19.104;-0.405;2.115;0.951
09/08/2017 04:00;234.098;47.297;162.14;21.777;-0.396;2.329;0.952
09/08/2017 05:00;242.535;47.607;152.396;40.519;-0.404;1.84;0.577
09/08/2017 06:00;269.319;57.943;158.689;51.064;-0.412;2.048;-0.013
09/08/2017 07:00;301.104;79.374;161.287;57.764;-0.306;2.998;-0.013
09/08/2017 08:00;340.581;77.933;167.785;76.512;15.688;2.678;-0.014
09/08/2017 09:00;375.935;77.106;186.595;56.562;52.64;3.045;-0.013
09/08/2017 10:00;385.094;77.857;180.147;38.565;83.168;4.936;0.421
09/08/2017 11:00;390.92;76.138;168.014;36.645;103.651;5.914;0.558
09/08/2017 12:00;391.73;77.034;165.105;31.909;110.622;6.314;0.746
09/08/2017 13:00;376.92;75.833;159.79;32.414;102.701;5.608;0.574
09/08/2017 14:00;374.618;73.611;155.784;39.859;99.09;5.711;0.563
09/08/2017 15:00;370.998;76.235;159.086;41.506;86.506;6.472;1.193
09/08/2017 16:00;363.183;82.789;179.486;40.522;52.001;7.152;1.233
09/08/2017 17:00;356.075;92.714;180.972;38.817;36.134;6.205;1.233
09/08/2017 18:00;362.465;114.943;182.698;48.851;10.335;4.409;1.23
09/08/2017 19:00;415.374;137.471;184.07;87.296;1.42;4.143;0.974
09/08/2017 20:00;412.48;137.36;185.519;85.44;-0.398;3.834;0.724
09/08/2017 21:00;376.002;135.634;187.464;47.895;-0.43;4.712;0.727
09/08/2017 22:00;356.41;114.067;191.039;46.01;-0.422;5.044;0.672
09/08/2017 23:00;353.152;86.401;193.196;69.107;-0.418;4.449;0.417
10/08/2017 00:00;305.623;60.635;186.94;52.326;-0.407;5.447;0.683
10/08/2017 01:00;268.515;61.573;172.293;30.245;-0.419;4.1;0.722
10/08/2017 02:00;247.046;58.804;162.807;19.745;-0.4;5.632;0.459
10/08/2017 03:00;236.279;58.674;153.182;18.767;-0.408;5.646;0.417
10/08/2017 04:00;233.813;57.795;151.676;19.115;-0.406;4.908;0.726
10/08/2017 05:00;243.199;60.884;155.683;20.123;-0.411;6.195;0.726
10/08/2017 06:00;269.903;64.582;169.182;29.009;-0.409;6.812;0.728
10/08/2017 07:00;298.37;62.26;180.866;46.666;-0.364;8.216;0.726
10/08/2017 08:00;333.671;63.389;184.204;69.412;7.54;8.398;0.728
10/08/2017 09:00;368.931;62.176;187.766;77.18;32.587;8.495;0.728
10/08/2017 10:00;381.122;62.133;189.991;66.577;53.427;8.269;0.727
10/08/2017 11:00;389.829;60.184;186.471;48.83;85.32;8.27;0.755
10/08/2017 12:00;392.921;61.562;186.565;47.164;88.391;8.659;0.58
10/08/2017 13:00;379.108;60.74;184.664;41.293;82.871;8.702;0.838
10/08/2017 14:00;378.21;64.224;184.517;46.34;73.458;8.389;1.283
10/08/2017 15:00;374.58;63.495;188.491;53.514;58.623;8.682;1.775
10/08/2017 16:00;368.776;72.351;187.018;57.312;42.099;8.279;1.718
10/08/2017 17:00;366.477;80.517;188.829;60.83;26.894;8.436;0.97
10/08/2017 18:00;359.817;95.513;189.491;57.714;7.088;9.034;0.977
10/08/2017 19:00;393.553;108.45;188.976;86.312;0.634;8.19;0.991
10/08/2017 20:00;398.996;110.267;191.771;88.593;-0.389;7.76;0.994
10/08/2017 21:00;384.742;108.778;192.063;76.938;-0.397;6.654;0.706
10/08/2017 22:00;362.158;104.136;190.289;60.675;-0.415;6.791;0.682
10/08/2017 23:00;359.398;90.437;192.09;68.949;-0.414;7.656;0.68
11/08/2017 00:00;311.983;54.538;190.28;58.07;-0.412;8.723;0.784
11/08/2017 01:00;270.185;42.318;186.683;33.652;-0.402;6.936;0.999
11/08/2017 02:00;249.672;42.84;184.079;14.899;-0.399;7.252;1.001
11/08/2017 03:00;237.631;43.277;169.812;15.875;-0.414;8.099;0.982
11/08/2017 04:00;233.845;42.717;167.371;16.045;-0.409;7.134;0.987
11/08/2017 05:00;242.663;45.338;171.37;18.946;-0.415;6.435;0.99
11/08/2017 06:00;271.154;47.805;187.063;30.712;-0.405;4.992;0.988
11/08/2017 07:00;304.195;46.614;191.935;60.349;-0.326;4.884;0.74
11/08/2017 08:00;341.822;47.709;186.639;88.183;12.788;5.809;0.694
11/08/2017 09:00;371.696;62.023;188.1;68.625;44.922;7.094;0.933
11/08/2017 10:00;382.392;60.48;185.898;57.155;71.768;5.847;1.244
11/08/2017 11:00;387.276;59.046;181.299;46.264;92.609;6.681;1.378
11/08/2017 12:00;386.082;62.05;175.714;34.888;105.354;6.559;1.518
11/08/2017 13:00;371.01;58.823;165.688;28.947;109.725;6.121;1.707
11/08/2017 14:00;365.938;60.303;158.783;29.853;108.557;6.532;1.911
11/08/2017 15:00;364.064;60.666;148.219;53.847;93.473;6.058;1.801
11/08/2017 16:00;351.447;64.404;155.053;53.653;72.226;4.534;1.578
11/08/2017 17:00;343.891;90.864;156.717;52.114;39.093;3.703;1.399
11/08/2017 18:00;351.108;135.523;160.338;37.514;12.167;4.078;1.488
11/08/2017 19:00;409.348;162.054;172.753;67.512;1.674;3.864;1.49
11/08/2017 20:00;402.154;149.277;182.597;65.112;-0.397;4.074;1.491
11/08/2017 21:00;363.284;89.605;185.325;81.866;-0.411;5.406;1.493
11/08/2017 22:00;351.661;78.497;184.884;80.956;-0.429;6.319;1.434
11/08/2017 23:00;356.134;77.476;183.761;87.523;-0.412;6.395;1.392
12/08/2017 00:00;310.575;51.266;183.347;68.97;-0.42;5.94;1.472
12/08/2017 01:00;271.961;43.217;181.143;41.195;-0.409;5.346;1.469
12/08/2017 02:00;248.564;34.119;172.529;35.214;-0.401;5.632;1.471
12/08/2017 03:00;235.712;29.417;170.837;29.111;-0.42;5.297;1.47
12/08/2017 04:00;230.687;29.337;170.603;24.65;-0.405;5.033;1.47
12/08/2017 05:00;234.044;30.148;171.877;25.923;-0.414;5.034;1.477
12/08/2017 06:00;245.346;30.426;175.839;33.445;-0.404;4.57;1.47
12/08/2017 07:00;257.66;29.998;176.91;45.296;-0.273;4.257;1.472
12/08/2017 08:00;286.49;29.618;179.946;58.494;12.49;4.47;1.473
12/08/2017 09:00;327.37;29.607;172.54;76.461;42.93;4.362;1.47
12/08/2017 10:00;349.363;28.877;167.758;71.985;75.049;4.224;1.47
12/08/2017 11:00;357.777;28.862;163.07;65.06;94.662;4.654;1.469
12/08/2017 12:00;361.202;28.954;157.256;61.815;106.787;4.922;1.468
12/08/2017 13:00;347.644;29.41;166.49;42.618;102.497;5.167;1.462
12/08/2017 14:00;334.532;28.767;170.872;19.977;108.349;5.106;1.462
12/08/2017 15:00;326.553;30.514;170.195;23.581;96.075;4.426;1.761
12/08/2017 16:00;320.818;30.547;183.384;33.409;67.408;4.382;1.687
12/08/2017 17:00;317.973;51.126;184.011;39.755;36.829;4.567;1.686
12/08/2017 18:00;330.64;71.974;184.804;55.63;12.535;3.973;1.724
12/08/2017 19:00;381.943;105.288;185.951;81.809;3.354;4.068;1.473
12/08/2017 20:00;390.875;105.84;187.731;89.945;0.864;5.024;1.472
12/08/2017 21:00;358.144;73.574;187.998;89.802;0.036;5.26;1.474
12/08/2017 22:00;339.824;60.21;185.121;86.596;-0.43;6.855;1.473
12/08/2017 23:00;345.747;59.389;184.194;94.875;-0.42;6.233;1.475
13/08/2017 00:00;301.23;35.998;183.208;75.357;-0.428;5.623;1.472
13/08/2017 01:00;263.073;20.967;178.942;56.19;-0.402;5.906;1.47
13/08/2017 02:00;238.574;13.379;167.992;50.458;-0.425;5.698;1.472
13/08/2017 03:00;225.29;13.76;160.068;45.431;-0.409;4.969;1.472
13/08/2017 04:00;220.499;13.805;160.518;38.877;-0.402;6.231;1.47
13/08/2017 05:00;221.734;14.232;161.956;38.119;-0.42;6.377;1.47
13/08/2017 06:00;229.499;15.154;165.01;43.308;-0.407;4.965;1.469
13/08/2017 07:00;235.556;14.105;161.521;55.002;-0.413;3.875;1.466
13/08/2017 08:00;252.879;14.436;162.353;64.899;6.244;3.474;1.472
13/08/2017 09:00;284.452;13.84;166.75;65.013;32.188;5.192;1.468
13/08/2017 10:00;308.858;13.546;165.7;59.258;63.904;4.98;1.471
13/08/2017 11:00;324.984;13.633;161.208;57.439;86.611;5.01;1.084
13/08/2017 12:00;327.792;14.168;151.949;48.163;106.902;5.553;1.055
13/08/2017 13:00;305.432;14.901;151.127;38.432;94.102;5.815;1.054
13/08/2017 14:00;280.787;14.591;150.614;24.482;83.301;6.743;1.057
13/08/2017 15:00;266.847;14.932;142.942;22.006;79.123;7.016;0.829
13/08/2017 16:00;260.223;14.881;151.007;23.973;63.775;5.828;0.759
13/08/2017 17:00;259.485;20.649;158.302;41.066;35.343;3.367;0.759
13/08/2017 18:00;274.8;51.99;168.55;40.025;10.856;2.618;0.761
13/08/2017 19:00;335.422;62.526;188.816;77.69;2.954;2.5;0.936
13/08/2017 20:00;351.717;62.847;197.389;87.174;-0.113;3.478;0.941
13/08/2017 21:00;331.741;52.74;185.088;90.817;-0.422;2.626;0.893
13/08/2017 22:00;328.611;74.231;162.814;88.383;-0.421;2.769;0.835
13/08/2017 23:00;336.994;86.584;165.003;82.638;-0.416;2.344;0.842
14/08/2017 00:00;275.31;45.749;174.104;52.926;-0.423;2.049;0.906
14/08/2017 01:00;238.455;44.506;157.276;34.283;-0.419;1.903;0.906
14/08/2017 02:00;216.899;44.2;151.213;19.069;-0.399;1.909;0.907
14/08/2017 03:00;208.688;45.017;142.432;19;-0.416;1.751;0.905
14/08/2017 04:00;205.812;41.126;142.532;19.369;-0.406;2.285;0.907
14/08/2017 05:00;212.768;43.725;143.367;23.348;-0.404;1.823;0.909
14/08/2017 06:00;236.293;48.68;150.793;33.094;-0.405;3.222;0.909
14/08/2017 07:00;261.806;49.007;173.219;36.574;-0.36;2.459;0.908
14/08/2017 08:00;297.146;48.702;183.602;50.852;9.392;3.714;0.883
14/08/2017 09:00;334.12;50.468;181.948;56.753;38.472;5.335;1.144
14/08/2017 10:00;350.518;48.624;179.554;55.804;61.059;4.11;1.367
14/08/2017 11:00;362.2;48.226;181.251;54.445;73.406;3.515;1.357
14/08/2017 12:00;368.727;47.189;181.853;57.806;77.701;2.528;1.65
14/08/2017 13:00;356.012;49.9;183.463;57.813;61.078;1.984;1.774
14/08/2017 14:00;350.666;61.08;181.95;56.481;48.102;2.003;1.05
14/08/2017 15:00;347.528;62.228;181.837;55.787;45.435;1.507;0.734
14/08/2017 16:00;339.88;64.535;180.549;67.125;24.767;2.139;0.765
14/08/2017 17:00;340.167;81.543;179.979;63.809;12.044;2.024;0.768
14/08/2017 18:00;357.903;110.139;182.508;60.766;1.694;2.027;0.77
14/08/2017 19:00;406.651;127.119;184.874;91.736;-0.422;2.573;0.772
14/08/2017 20:00;401.533;122.435;182.945;92.87;-0.438;2.953;0.768
14/08/2017 21:00;364.797;118.68;180.756;62.463;-0.428;2.559;0.768
14/08/2017 22:00;345.19;99.139;172.723;70.812;-0.413;2.157;0.772
14/08/2017 23:00;346.304;66.863;171.319;105.388;-0.408;2.375;0.768
15/08/2017 00:00;300.335;20.184;166.893;109.805;-0.415;3.098;0.77
15/08/2017 01:00;262.599;5.461;151.578;102.58;-0.408;2.617;0.771
15/08/2017 02:00;240.851;-1.623;132.918;106.269;-0.404;2.926;0.766
15/08/2017 03:00;227.225;-1.66;131.23;93.934;-0.407;3.359;0.768
15/08/2017 04:00;223.476;-1.673;132.656;88.537;-0.405;3.591;0.77
15/08/2017 05:00;224.55;-1.579;134.053;87.616;-0.416;4.108;0.768
15/08/2017 06:00;236.475;-1.538;135.225;97.811;-0.408;4.614;0.77
15/08/2017 07:00;247.634;-1.592;152.754;91.133;-0.342;4.914;0.768
15/08/2017 08:00;269.688;-1.36;173.901;78.475;12.958;4.946;0.768
15/08/2017 09:00;306.449;-1.357;178.401;72.562;52.146;3.926;0.771
15/08/2017 10:00;328.238;-1.258;164.358;78.992;81.007;4.368;0.771
15/08/2017 11:00;340.109;-1.297;156.504;77.005;102.234;4.892;0.771
15/08/2017 12:00;340.146;-1.392;156.268;74.678;105.026;4.796;0.77
15/08/2017 13:00;325.309;-1.274;158.174;71.241;93.061;3.338;0.768
15/08/2017 14:00;310.802;-1.276;170.938;55.57;82.401;2.398;0.771
15/08/2017 15:00;299.178;-1.291;179.582;47.799;69.972;2.344;0.772
15/08/2017 16:00;293.562;6.613;180.601;49.754;53.573;2.251;0.771
15/08/2017 17:00;293.693;25.556;180.767;57.041;27.364;2.304;0.66
15/08/2017 18:00;306.502;63.572;179.029;50.866;10.598;1.926;0.511
15/08/2017 19:00;364.872;87.827;185.366;87.911;1.727;1.407;0.634
15/08/2017 20:00;375.055;90.701;189.921;91.972;-0.384;2.075;0.77
15/08/2017 21:00;351.206;88.296;180.011;81.323;-0.435;1.239;0.772
15/08/2017 22:00;336.093;89.548;174.364;69.891;-0.425;1.948;0.768
15/08/2017 23:00;334.616;76.255;179.061;77.307;-0.416;1.64;0.769
16/08/2017 00:00;285.17;45.545;174.142;63.92;-0.422;1.235;0.75
16/08/2017 01:00;245.969;44.614;161.42;38.476;-0.423;1.113;0.769
16/08/2017 02:00;225.975;43.902;154.26;26.092;-0.411;1.363;0.769
16/08/2017 03:00;215.607;41.991;151.989;19.945;-0.412;1.325;0.769
16/08/2017 04:00;211.91;42.027;152.134;16.278;-0.419;1.126;0.764
16/08/2017 05:00;221.438;44.08;154.374;22.114;-0.412;0.515;0.768
16/08/2017 06:00;251.359;44.793;170.032;35.365;-0.411;0.811;0.77
16/08/2017 07:00;287.063;49.237;182.649;54.055;-0.39;0.753;0.759
16/08/2017 08:00;323.667;62.521;183.867;69.279;6.52;0.712;0.768
16/08/2017 09:00;369.664;64.203;183.978;90.658;28.94;1.117;0.768
16/08/2017 10:00;382.192;65.663;181.439;85.99;47.745;0.585;0.771
16/08/2017 11:00;388.363;77.673;180.389;69.987;59.215;0.188;0.91
16/08/2017 12:00;388.531;93.423;179.537;41.622;72.426;0.611;0.912
16/08/2017 13:00;378.092;101.784;178.397;22.206;73.795;0.932;0.979
16/08/2017 14:00;376.228;110.059;179.786;20.59;63.882;0.934;0.978
16/08/2017 15:00;371.417;111.791;180.528;22.326;54.921;0.976;0.876
16/08/2017 16:00;366.239;106.823;174.46;25.806;57.028;0.81;1.312
16/08/2017 17:00;357.188;108.557;165.245;46.829;34.615;0.624;1.317
16/08/2017 18:00;365.802;111.696;173.1;68.348;10.075;1.259;1.323
16/08/2017 19:00;419.449;128.84;189.913;96.764;1.176;1.433;1.323
16/08/2017 20:00;424.114;122.808;187.733;110.88;-0.205;1.424;1.474
16/08/2017 21:00;385.689;100.633;186.983;95.718;-0.423;1.455;1.324
16/08/2017 22:00;363.59;79.072;186.517;95.666;-0.407;1.418;1.324
16/08/2017 23:00;357.941;74.885;185.719;94.043;-0.428;2.391;1.331
17/08/2017 00:00;308.981;53.258;182.669;70.034;-0.418;1.871;1.566
17/08/2017 01:00;268.11;47.037;183.522;35.245;-0.402;1.376;1.332
17/08/2017 02:00;246.401;46.215;181.855;15.963;-0.421;1.465;1.324
17/08/2017 03:00;236.216;45.858;173.257;15.021;-0.407;1.166;1.322
17/08/2017 04:00;232.053;45.738;169.007;15.312;-0.413;1.087;1.322
17/08/2017 05:00;241.351;47.371;170.428;21.793;-0.412;0.848;1.324
17/08/2017 06:00;270.65;48.182;184.054;36.048;-0.428;1.473;1.321
17/08/2017 07:00;308.159;47.53;185.196;73.25;-0.283;1.197;1.269
17/08/2017 08:00;344.587;59.79;184.985;85.148;12.968;1.04;0.656
17/08/2017 09:00;376.042;60.741;184.389;86.494;42.877;0.762;0.78
17/08/2017 10:00;389.439;61.337;183.831;60.24;81.774;1.078;1.179
17/08/2017 11:00;398.1;62.437;183.289;50.089;100.242;0.868;1.175
17/08/2017 12:00;396.056;63.336;183.296;46.647;100.494;1.109;1.174
17/08/2017 13:00;382.762;63.281;182.641;41.875;91.64;2.153;1.173
17/08/2017 14:00;380.111;64.246;182.522;49.481;81.066;1.624;1.172
17/08/2017 15:00;377.896;62.142;181.505;60.482;70.627;1.856;1.284
