Date;Consommation (MW);Thermique (MW);Bagasse/charbon (MW);Hydraulique (MW);Photovoltaïque (MW);Eolien (MW);Bioénergies (MW)
05/02/2017 07:00;256.606;59.821;159.439;32.716;2.357;1.258;1.016
05/02/2017 08:00;279.109;59.074;159.13;35.102;23.344;1.446;1.014
05/02/2017 09:00;311.097;59.058;159.116;33.167;55.707;1.968;2.081
05/02/2017 10:00;336.852;63.281;159.952;38.391;71.48;1.24;2.508
05/02/2017 11:00;352.125;62.051;164.344;39.155;82.902;1.426;2.247
05/02/2017 12:00;363.456;64.908;166.097;49.882;79.174;1.288;2.107
05/02/2017 13:00;357.282;71.466;161.615;27.882;93.148;1.502;1.669
05/02/2017 14:00;342.852;74.127;136.265;25.244;103.135;2.291;1.79
05/02/2017 15:00;333.61;80.578;131.944;35.321;80.514;4.007;1.247
05/02/2017 16:00;324.935;91.428;131.497;32.916;64.887;3.124;1.084
05/02/2017 17:00;325.417;112.188;131.39;36.204;42.476;1.869;1.289
05/02/2017 18:00;327.969;131.736;131.427;33.283;27.745;2.485;1.292
05/02/2017 19:00;342.871;139.163;150.48;40.978;8.705;2.25;1.295
05/02/2017 20:00;388.556;139.815;168.068;77.225;0.434;1.698;1.315
05/02/2017 21:00;390.128;127.841;168.413;90.455;-0.276;2.376;1.318
05/02/2017 22:00;376.612;122.053;168.542;81.138;-0.444;4.003;1.319
05/02/2017 23:00;374.59;119.921;168.572;81.151;-0.433;4.058;1.321
06/02/2017 00:00;321.566;91.159;165.854;60.065;-0.452;3.618;1.321
06/02/2017 01:00;283.615;91.379;152.218;35.324;-0.413;3.785;1.321
06/02/2017 02:00;264.663;90.877;149.903;19.153;-0.421;3.828;1.322
06/02/2017 03:00;255.485;90.77;144.699;14.413;-0.415;4.696;1.321
06/02/2017 04:00;251.176;89.222;142.787;11.403;-0.411;6.854;1.321
06/02/2017 05:00;257.237;95.353;138.75;14.983;-0.424;7.256;1.319
06/02/2017 06:00;283.754;96.387;150.17;29.157;-0.428;7.149;1.319
06/02/2017 07:00;328.899;109.221;162.143;47.122;1.292;7.802;1.319
06/02/2017 08:00;365.686;124.802;162.228;54.508;15.776;7.166;1.205
06/02/2017 09:00;397.747;124.316;166.1;61.448;37.494;7.544;0.845
06/02/2017 10:00;418.005;127.298;167.083;61.648;54.013;6.776;1.187
06/02/2017 11:00;429.708;142.707;165.044;42.141;71.918;6.299;1.599
06/02/2017 12:00;429.52;151.373;164.22;55.661;50.57;6.403;1.292
06/02/2017 13:00;417.175;155.188;164.207;21.29;68.654;5.974;1.862
06/02/2017 14:00;412.288;158.204;164.467;47.796;34.965;4.981;1.875
06/02/2017 15:00;410.459;154.732;164.06;55.286;28.945;5.559;1.877
06/02/2017 16:00;403.402;155.83;167.952;51.141;22.426;4.177;1.876
06/02/2017 17:00;395.55;157.216;171.75;49.16;11.046;4.501;1.876
06/02/2017 18:00;392.535;156.087;171.625;52.791;3.453;6.703;1.876
06/02/2017 19:00;406.533;155.915;171.492;71.324;0;5.923;1.878
06/02/2017 20:00;413.474;150.629;171.261;82.793;-0.467;7.382;1.876
06/02/2017 21:00;390.476;137.275;161.966;81.325;-0.434;8.468;1.876
06/02/2017 22:00;371.151;130.952;147.813;82.743;-0.438;8.205;1.875
06/02/2017 23:00;365.834;118.86;146.341;90.939;-0.423;8.241;1.875
07/02/2017 00:00;314.606;103.726;131.549;69.604;-0.429;8.28;1.876
07/02/2017 01:00;277.08;73.837;130.686;62.859;-0.422;8.244;1.877
07/02/2017 02:00;257.861;76.019;131.768;40.527;-0.438;8.107;1.878
07/02/2017 03:00;250.284;74.197;131.576;34.85;-0.452;8.236;1.877
07/02/2017 04:00;245.031;76.041;131.778;27.66;-0.435;8.109;1.878
07/02/2017 05:00;253.296;78.368;131.989;33.68;-0.477;7.86;1.877
07/02/2017 06:00;274.044;78.037;144.304;42.98;-0.462;7.308;1.878
07/02/2017 07:00;298.97;78.049;166.398;47.646;-0.353;5.354;1.876
07/02/2017 08:00;344.644;88.411;154.47;92.016;1.751;6.118;1.877
07/02/2017 09:00;387.571;113.082;168.134;95.917;2.19;6.371;1.877
07/02/2017 10:00;408.803;158.631;171.023;71.032;1.628;4.613;1.876
07/02/2017 11:00;416.226;171.121;170.48;62.179;10.597;-0.029;1.877
07/02/2017 12:00;418.394;167.27;160.366;52.944;35.975;-0.038;1.875
07/02/2017 13:00;399.968;170.149;134.857;52.882;40.233;-0.023;1.87
07/02/2017 14:00;390.925;173.07;131.438;58.582;25.988;-0.022;1.869
07/02/2017 15:00;382.908;169.828;131.254;59.474;20.508;-0.022;1.867
07/02/2017 16:00;379.592;170.224;131.354;67.511;8.657;-0.022;1.868
07/02/2017 17:00;381.022;172.921;131.384;71.932;2.93;-0.022;1.877
07/02/2017 18:00;384.965;172.236;131.319;78.057;1.497;-0.021;1.876
07/02/2017 19:00;403.562;178.992;132.67;89.842;0.205;-0.022;1.875
07/02/2017 20:00;410.731;168.451;169.007;71.28;0.138;-0.022;1.876
07/02/2017 21:00;384.087;162.946;165.186;53.953;0.144;-0.022;1.879
07/02/2017 22:00;363.947;165.433;133.329;63.675;0.165;-0.02;1.365
07/02/2017 23:00;361.416;166.709;132.214;61.068;0.131;-0.022;1.316
08/02/2017 00:00;311.53;127.419;119.884;63.341;-0.407;-0.022;1.315
08/02/2017 01:00;273.494;90.849;114.594;67.198;-0.44;-0.022;1.315
08/02/2017 02:00;254.427;74.52;114.399;65.094;-0.451;-0.021;0.886
08/02/2017 03:00;248.395;76.458;115.161;56.775;-0.439;-0.019;0.459
08/02/2017 04:00;245.397;76.452;115.131;53.818;-0.44;-0.02;0.456
08/02/2017 05:00;254.559;77.593;115.049;61.922;-0.443;-0.019;0.457
08/02/2017 06:00;280.182;83.205;129.529;67.476;-0.461;-0.022;0.456
08/02/2017 07:00;321.326;101.227;139.823;79.979;-0.139;-0.022;0.458
08/02/2017 08:00;367.646;125.852;148.33;86.503;6.626;-0.041;0.376
08/02/2017 09:00;407.462;137.592;147.822;89.208;31.105;0.677;1.058
08/02/2017 10:00;431.293;142.297;147.845;79.352;57.014;2.907;1.877
08/02/2017 11:00;444.279;154.561;143.292;65.318;76.177;3.056;1.875
08/02/2017 12:00;446.893;183.838;135.71;59.945;63.391;2.137;1.872
08/02/2017 13:00;432.611;161.362;137.981;58.012;70.846;3.002;1.407
08/02/2017 14:00;431.287;159.312;144.113;62.3;62.048;2.813;0.701
08/02/2017 15:00;432.673;161.551;158.563;54.148;54.403;2.284;1.723
08/02/2017 16:00;425.334;163.324;159.082;61;37.623;2.442;1.863
08/02/2017 17:00;416.304;158.123;158.51;66.67;29.132;2.048;1.82
08/02/2017 18:00;411.108;162.862;154.75;75.228;15.041;1.613;1.613
08/02/2017 19:00;419.79;189.643;159.164;63.569;4.288;2.105;1.021
08/02/2017 20:00;437.513;189.829;175.361;69.295;-0.369;2.213;1.183
08/02/2017 21:00;412.496;162.055;190.277;57.14;-0.444;1.642;1.825
08/02/2017 22:00;395.82;141.731;179.931;71.226;-0.296;1.546;1.682
08/02/2017 23:00;393.9;123.649;169.111;98.128;-0.333;1.666;1.678
09/02/2017 00:00;337.039;73.495;169;92.189;-0.354;1.03;1.679
09/02/2017 01:00;298.478;23.746;160.181;112.553;-0.464;0.784;1.677
09/02/2017 02:00;277.335;14.249;158.036;102.465;-0.48;1.386;1.679
09/02/2017 03:00;267.072;13.798;151.097;100.046;-0.457;0.908;1.679
09/02/2017 04:00;262.348;14.059;151.942;94.329;-0.455;0.794;1.679
09/02/2017 05:00;267.721;14.891;153.172;98.066;-0.46;0.958;1.093
09/02/2017 06:00;298.937;24.67;184.633;88.13;-0.475;0.959;1.02
09/02/2017 07:00;346.235;53.461;195.63;94.263;0.598;1.266;1.018
09/02/2017 08:00;388.817;79.983;197.548;98.734;9.627;2.021;0.906
09/02/2017 09:00;419.555;115.118;184.545;89.48;27.903;1.906;0.603
09/02/2017 10:00;435.818;138.554;161.361;87.768;44.387;2.726;1.023
09/02/2017 11:00;445.12;140.613;154.343;101.812;43.886;3.446;1.021
09/02/2017 12:00;445.072;140.831;155.816;93.415;50.657;3.331;1.023
09/02/2017 13:00;430.374;137.508;155.781;65.497;67.633;2.892;1.064
09/02/2017 14:00;434.929;140.647;155.943;74.539;58.843;3.241;1.716
09/02/2017 15:00;438.636;139.259;164.106;68.614;61.243;3.513;1.9
09/02/2017 16:00;431.92;140.047;174.951;49.385;61.499;4.215;1.823
09/02/2017 17:00;421.827;141.257;178.335;52.694;43.942;3.79;1.809
09/02/2017 18:00;414.667;140.683;174.482;74.622;19.959;3.1;1.82
09/02/2017 19:00;418.931;143.035;179.693;85.261;5.635;3.484;1.823
09/02/2017 20:00;443.24;146.849;181.578;109.647;0.927;2.395;1.844
09/02/2017 21:00;423.104;137.74;176.992;105.05;-0.458;1.935;1.845
09/02/2017 22:00;406.214;136.062;185.908;80.729;-0.467;2.139;1.842
09/02/2017 23:00;402.649;135.688;199.794;63.928;-0.468;1.859;1.848
10/02/2017 00:00;346.218;102.365;181.568;58.905;-0.455;1.984;1.85
10/02/2017 01:00;302.649;75.435;163.198;60.607;-0.443;2.002;1.85
10/02/2017 02:00;283.059;75.204;159.162;45.463;-0.462;1.839;1.853
10/02/2017 03:00;273.043;77.166;159.643;33.336;-0.447;2.042;1.303
10/02/2017 04:00;268.775;76.188;172.289;17.843;-0.431;2.055;0.832
10/02/2017 05:00;272.845;79.704;173.799;16.679;-0.447;2.291;0.819
10/02/2017 06:00;298.959;81.698;191.031;23.377;-0.46;2.49;0.824
10/02/2017 07:00;341.591;79.847;193.403;61.209;3.133;3.195;0.805
10/02/2017 08:00;388.114;80.48;191.271;89.561;23.293;2.685;0.825
10/02/2017 09:00;424.004;87.896;190.843;88.267;53.775;1.576;1.647
10/02/2017 10:00;443.703;98.963;190.662;66.737;83.107;2.421;1.814
10/02/2017 11:00;449.873;111.701;193.327;59.009;80.051;3.598;2.187
10/02/2017 12:00;451.343;110.201;194.954;57.972;82.444;3.574;2.198
10/02/2017 13:00;442.339;106.018;194.844;25.103;109.905;4.318;2.152
10/02/2017 14:00;449.035;108.151;195.022;24.457;115.054;4.192;2.159
10/02/2017 15:00;450.213;110.051;193.723;42.328;97.974;4.005;2.133
10/02/2017 16:00;438.843;111.944;194.394;54.018;73.218;3.155;2.114
10/02/2017 17:00;426.73;109.517;193.822;68.574;52.099;0.624;2.095
10/02/2017 18:00;414.802;117.983;194.054;73.116;27.483;0.095;2.071
10/02/2017 19:00;410.051;124.785;193.908;79.948;9.171;0.174;2.065
10/02/2017 20:00;431.256;127.407;194.006;105.519;2.017;0.243;2.065
10/02/2017 21:00;416.484;126.139;193.844;93.291;0.703;0.442;2.065
10/02/2017 22:00;403.654;124.949;193.704;83.075;-0.363;0.224;2.065
10/02/2017 23:00;406.235;124.941;205.162;74.308;-0.457;0.217;2.064
11/02/2017 00:00;353.122;108.348;202.327;40.825;-0.478;0.029;2.071
11/02/2017 01:00;310.07;60.748;196.425;51.186;-0.42;0.008;2.123
11/02/2017 02:00;286.517;47.028;194.605;43.227;-0.43;-0.06;2.147
11/02/2017 03:00;272.052;47.045;194.531;28.83;-0.44;-0.059;2.145
11/02/2017 04:00;263.457;45.481;194.297;22.046;-0.434;-0.059;2.125
11/02/2017 05:00;261.613;47.374;194.553;18.064;-0.428;-0.058;2.107
11/02/2017 06:00;268.044;47.584;194.971;23.898;-0.445;-0.059;2.095
11/02/2017 07:00;277.044;47.205;194.605;30.234;3.346;-0.058;1.712
11/02/2017 08:00;312.144;46.673;194.644;38.567;30.815;-0.058;1.502
11/02/2017 09:00;358.555;48.067;195.092;51.383;62.582;-0.062;1.493
11/02/2017 10:00;389.595;47.528;194.85;60.341;85.45;-0.061;1.486
11/02/2017 11:00;403.327;53.584;195.383;63.263;89.673;-0.061;1.484
11/02/2017 12:00;412.149;63.575;195.064;56.332;95.715;-0.019;1.482
11/02/2017 13:00;402.846;63.251;195.239;53.498;89.19;0.19;1.478
11/02/2017 14:00;389.689;75.009;194.703;46.374;72.349;0.056;1.198
11/02/2017 15:00;386.982;78.953;194.737;50.364;61.975;-0.064;1.018
11/02/2017 16:00;380.279;88.673;194.273;34.384;61.328;-0.061;1.682
11/02/2017 17:00;376.564;96.542;195.034;29.18;53.791;-0.034;2.051
11/02/2017 18:00;378.061;93.416;191.224;58.405;32.816;0.149;2.051
11/02/2017 19:00;380.622;99.774;186.99;83.315;8.203;0.29;2.05
11/02/2017 20:00;414.931;110.504;196.901;103.516;1.493;0.464;2.054
11/02/2017 21:00;401.636;108.14;196.564;93.574;0.992;0.312;2.054
11/02/2017 22:00;386.676;94.652;196.869;92.8;-0.054;0.354;2.056
11/02/2017 23:00;391.52;89.268;196.574;103.296;-0.459;0.787;2.054
12/02/2017 00:00;344.316;49.409;196.715;96.127;-0.436;0.448;2.053
12/02/2017 01:00;306.124;29.863;196.647;77.658;-0.431;0.333;2.054
12/02/2017 02:00;282.664;23.697;193.026;63.751;-0.434;0.572;2.052
12/02/2017 03:00;269.826;14.462;181.49;71.843;-0.434;0.411;2.054
12/02/2017 04:00;258.663;14.707;189.108;53.458;-0.42;0.463;1.347
12/02/2017 05:00;258.33;14.975;194.463;47.859;-0.376;0.388;1.021
12/02/2017 06:00;260.453;14.987;194.428;49.875;-0.291;0.432;1.022
12/02/2017 07:00;258.225;14.339;194.181;44.695;3.705;0.284;1.022
12/02/2017 08:00;282.006;14.581;194.263;39.836;32.275;0.032;1.02
12/02/2017 09:00;317.532;14.28;194.114;37.836;70.165;0.121;1.016
12/02/2017 10:00;342.379;15.027;195.256;37.288;93.489;0.308;1.012
12/02/2017 11:00;360.773;25.394;194.775;37.588;101.858;0.149;1.009
12/02/2017 12:00;371.946;37.627;194.996;34.46;103.569;0.285;1.009
12/02/2017 13:00;359.257;45.797;194.381;25.561;92.096;0.414;1.008
12/02/2017 14:00;341.386;39.876;194.664;33.878;71.268;0.128;1.571
12/02/2017 15:00;331.058;31.481;191.655;53.21;52.945;-0.05;1.817
12/02/2017 16:00;322.448;44.798;187.539;42.759;45.588;-0.055;1.818
12/02/2017 17:00;321.38;49.329;187.064;45.147;37.863;0.162;1.815
12/02/2017 18:00;326.65;74.645;187.033;45.135;18.74;0.184;0.914
12/02/2017 19:00;350.071;93.505;189.652;61.704;3.929;0.49;0.792
12/02/2017 20:00;402.006;97.508;194.428;109.986;-0.334;0.278;0.14
12/02/2017 21:00;395.996;107.187;201.739;86.879;-0.451;0.658;-0.016
12/02/2017 22:00;385.096;112.003;188.675;84.288;-0.459;0.604;-0.015
12/02/2017 23:00;381.679;132.61;172.955;75.875;-0.454;0.711;-0.017
13/02/2017 00:00;328.701;104.012;165.864;58.688;-0.437;0.59;-0.016
13/02/2017 01:00;291.123;92.361;151.27;47.287;-0.43;0.652;-0.017
13/02/2017 02:00;269.214;91.687;141.166;36.311;-0.437;0.505;-0.018
13/02/2017 03:00;255.732;92.835;131.074;32.019;-0.443;0.266;-0.019
13/02/2017 04:00;252.152;93.712;134.729;23.775;-0.417;0.372;-0.019
13/02/2017 05:00;257.226;95.077;137.767;24.662;-0.435;0.173;-0.018
13/02/2017 06:00;285.278;96.971;157.881;30.849;-0.438;0.033;-0.018
13/02/2017 07:00;329.916;92.454;175.404;56.682;5.369;0.025;-0.018
13/02/2017 08:00;376.14;92.677;186.479;62.721;33.906;0.146;0.211
13/02/2017 09:00;413.761;94.65;194.694;68.34;55.297;0.064;0.716
13/02/2017 10:00;428.392;122.077;173.664;63.784;67.616;0.018;1.232
13/02/2017 11:00;441.543;133.092;171.895;36.573;98.325;0.262;1.396
13/02/2017 12:00;445.963;130.202;172.274;49.403;92.259;0.284;1.54
13/02/2017 13:00;441.571;128.132;172.303;44.069;95.146;0.394;1.527
13/02/2017 14:00;445.261;133.421;173.116;62.058;75.051;0.09;1.525
13/02/2017 15:00;449.017;151.998;172.169;55.276;68.066;0.005;1.503
13/02/2017 16:00;437.859;167.914;172.509;33.845;61.832;0.019;1.739
13/02/2017 17:00;422.782;176.601;172.932;30.189;41.199;0.04;1.82
13/02/2017 18:00;409.702;179.59;172.936;37.437;17.923;0.041;1.775
13/02/2017 19:00;415.146;177.41;172.899;59.405;3.656;0.021;1.755
13/02/2017 20:00;441.419;175.96;172.891;90.918;-0.311;0.189;1.771
13/02/2017 21:00;422.844;170.49;172.495;78.236;-0.488;0.35;1.761
13/02/2017 22:00;403.577;169.573;174.565;57.85;-0.54;0.385;1.743
13/02/2017 23:00;396.011;150.793;188.554;54.963;-0.552;0.51;1.743
14/02/2017 00:00;341.797;88.681;198.123;53.059;-0.459;0.648;1.745
14/02/2017 01:00;301.682;76.995;189.967;33.183;-0.508;0.297;1.748
14/02/2017 02:00;280.577;77.3;184.389;17.268;-0.476;0.345;1.752
14/02/2017 03:00;266.588;78.579;165.43;21.168;-0.462;0.123;1.75
14/02/2017 04:00;261.107;77.895;165.361;16.176;-0.426;0.358;1.743
14/02/2017 05:00;267.365;81.541;165.533;18.64;-0.404;0.32;1.734
14/02/2017 06:00;293.133;100.269;165.206;25.352;0.056;0.522;1.728
14/02/2017 07:00;334.045;109.86;165.584;51.01;5.602;0.598;1.391
14/02/2017 08:00;377.328;109.495;165.843;74.186;26.458;0.448;0.898
14/02/2017 09:00;418.104;111.645;167.938;79.825;57.821;0.43;0.446
14/02/2017 10:00;439.85;122.046;171.186;59.647;85.278;0.553;1.14
14/02/2017 11:00;450.721;134.804;172.828;45.165;95.65;0.525;1.749
14/02/2017 12:00;456.134;136.439;172.568;36.752;107.774;0.661;1.94
14/02/2017 13:00;448.527;135.079;172.489;17.796;120.949;0.358;1.856
14/02/2017 14:00;452.419;143.013;172.724;24.942;109.632;0.256;1.852
14/02/2017 15:00;454.844;152.777;172.676;43.984;83.222;0.332;1.852
14/02/2017 16:00;445.613;160.612;172.74;44.526;65.445;0.432;1.857
14/02/2017 17:00;430.347;165.735;172.671;37.39;52.342;0.348;1.861
14/02/2017 18:00;415.355;179.648;173.011;42.812;17.935;0.084;1.865
14/02/2017 19:00;420.385;178.654;173.085;61.953;4.738;0.09;1.865
14/02/2017 20:00;446.493;172.911;172.848;98.199;0.308;0.355;1.871
14/02/2017 21:00;421.691;163.346;172.269;84.21;-0.453;0.448;1.871
14/02/2017 22:00;401.159;160.465;172.733;65.87;-0.589;0.83;1.849
14/02/2017 23:00;396.044;152.507;172.852;68.426;-0.568;0.991;1.835
15/02/2017 00:00;341.107;114.942;172.825;51.091;-0.514;0.934;1.829
15/02/2017 01:00;303.018;108.436;168.86;23.784;-0.427;0.528;1.837
15/02/2017 02:00;280.286;108.427;155.756;14.021;-0.468;0.693;1.857
15/02/2017 03:00;267.334;107.804;144.533;13.003;-0.459;0.592;1.861
15/02/2017 04:00;259.2;105.598;139.852;11.946;-0.421;0.37;1.855
15/02/2017 05:00;262.3;107.845;138.531;14.228;-0.387;0.444;1.638
15/02/2017 06:00;289.697;109.657;156.662;21.987;0.068;0.301;1.022
15/02/2017 07:00;328.567;108.515;164.262;50.212;4.091;0.465;1.022
15/02/2017 08:00;373.267;117.454;168.772;52.418;32.789;0.814;1.02
15/02/2017 09:00;414.074;124.749;169.095;48.009;69.517;0.986;1.718
15/02/2017 10:00;435.583;123.262;169.045;44.799;95.689;0.92;1.868
15/02/2017 11:00;450.078;120.098;168.664;43.978;114.485;0.991;1.861
15/02/2017 12:00;456.064;119.499;168.69;44.325;120.356;1.253;1.941
15/02/2017 13:00;444.524;115.25;168.693;42.926;114.272;1.52;1.863
15/02/2017 14:00;450.038;122.026;168.845;47.565;108.259;1.48;1.863
15/02/2017 15:00;457.534;131.049;169.233;54.093;99.559;1.676;1.924
15/02/2017 16:00;445.708;146.028;169.271;56.764;70.484;1.514;1.647
15/02/2017 17:00;426.532;161.98;169.318;47.584;45.466;1.161;1.023
15/02/2017 18:00;412.59;169.894;169.236;53.742;17.882;0.816;1.02
15/02/2017 19:00;414.188;177.587;169.567;60.129;5.339;0.542;1.024
15/02/2017 20:00;441.994;174.438;175.387;89.588;1.233;0.324;1.024
15/02/2017 21:00;420.017;171.619;172.915;74.428;-0.399;0.427;1.026
15/02/2017 22:00;402.014;173.919;167.121;59.804;-0.424;0.568;1.025
15/02/2017 23:00;394.17;165.701;166.964;60.029;-0.419;0.869;1.026
16/02/2017 00:00;337.797;120.337;166.784;49.173;-0.408;0.884;1.028
16/02/2017 01:00;296.323;106.904;151.478;36.076;-0.425;1.264;1.026
16/02/2017 02:00;274.219;107.514;146.133;18.749;-0.403;1.2;1.027
16/02/2017 03:00;261.512;107.974;139.734;11.548;-0.383;1.171;1.467
16/02/2017 04:00;256.811;107.913;135.124;11.261;-0.397;1.22;1.689
16/02/2017 05:00;260.491;109.136;135.185;13.831;-0.416;1.652;1.102
16/02/2017 06:00;286.444;112.277;144.156;27.907;-0.402;1.479;1.027
16/02/2017 07:00;327.695;117.509;154.801;49.06;3.664;1.634;1.028
16/02/2017 08:00;370.705;120.058;165.043;47.959;35.926;0.694;1.026
16/02/2017 09:00;407.481;115.701;169.157;46.004;74.174;0.506;1.939
16/02/2017 10:00;430.793;111.368;167.992;46.843;101.552;0.772;2.266
16/02/2017 11:00;444.769;120.768;156.591;42.844;121.327;0.974;2.265
16/02/2017 12:00;453.53;118.937;155.804;48.355;127.158;1.02;2.255
16/02/2017 13:00;440.93;119.218;155.751;47.37;115.267;1.043;2.281
16/02/2017 14:00;441.09;132.806;167.044;51.067;86.974;0.812;2.386
16/02/2017 15:00;443.497;143.353;168.618;52.513;75.812;0.812;2.389
16/02/2017 16:00;433.413;156.779;168.59;36.365;68.132;0.866;2.681
16/02/2017 17:00;417.19;158.683;173.308;41.529;40.897;0.438;2.335
16/02/2017 18:00;404.688;167.766;174.749;39.157;20.539;0.266;2.211
16/02/2017 19:00;410.865;179.443;174.695;48.77;5.572;0.182;2.202
16/02/2017 20:00;434.515;180.666;174.817;75.794;0.882;0.149;2.206
16/02/2017 21:00;412.337;166.229;168.968;75.172;-0.402;0.165;2.205
16/02/2017 22:00;396.233;148.259;168.787;77.363;-0.554;0.173;2.205
16/02/2017 23:00;392.793;146.077;168.358;76.321;-0.577;0.407;2.207
17/02/2017 00:00;338.98;124.872;166.442;45.747;-0.535;0.247;2.207
17/02/2017 01:00;298.308;109.308;154.334;32.672;-0.443;0.23;2.207
17/02/2017 02:00;276.156;108.431;149.462;16.229;-0.473;0.298;2.209
17/02/2017 03:00;264.108;108.844;141.421;11.824;-0.451;0.262;2.208
17/02/2017 04:00;259.197;108.358;134.609;14.246;-0.444;0.218;2.21
17/02/2017 05:00;264.858;111.78;135.237;15.776;-0.392;0.246;2.21
17/02/2017 06:00;290.014;112.228;154.381;20.865;0.067;0.264;2.209
17/02/2017 07:00;326.8;116.115;162.256;41.777;4.356;0.085;2.21
17/02/2017 08:00;372.547;120.073;160.488;53.686;36.146;-0.054;2.208
17/02/2017 09:00;408.096;117.582;160.335;55.211;73.905;0.012;1.052
17/02/2017 10:00;427.28;112.96;159.074;51.799;101.665;0.158;1.624
17/02/2017 11:00;438.704;117.751;149.817;55.485;113.537;0.4;1.713
17/02/2017 12:00;444.363;118.972;148.311;54.172;119.855;0.807;2.245
17/02/2017 13:00;431.164;120.883;148.131;45.902;113.113;0.938;2.197
17/02/2017 14:00;429.73;129.446;154.281;31.51;111.291;1.064;2.138
17/02/2017 15:00;432.322;131.753;163.794;38.759;94.692;1.139;2.185
17/02/2017 16:00;421.383;142.203;172.009;37.102;67.467;0.412;2.189
17/02/2017 17:00;409.591;144.498;179.224;42.703;40.23;0.744;2.192
17/02/2017 18:00;400.018;148.086;182.379;47.124;19.27;0.961;2.197
17/02/2017 19:00;400.063;141.272;181.614;72.104;2.148;0.725;2.201
17/02/2017 20:00;419.182;142.759;181.587;92.527;-0.452;0.728;2.033
17/02/2017 21:00;397.064;140.174;181.41;73.393;-0.528;0.808;1.807
17/02/2017 22:00;383.793;140.314;174.626;66.621;-0.515;0.936;1.81
17/02/2017 23:00;385.599;141.846;175.365;66.248;-0.5;0.828;1.812
18/02/2017 00:00;336.283;113.832;175.759;44.968;-0.439;0.354;1.809
18/02/2017 01:00;299.151;86.938;169.313;41.173;-0.506;0.422;1.81
18/02/2017 02:00;276.58;76.205;169.09;29.644;-0.491;0.32;1.812
18/02/2017 03:00;263.792;78.041;168.188;15.174;-0.48;1.055;1.814
18/02/2017 04:00;256.973;78.587;161.285;14.401;-0.427;1.313;1.813
18/02/2017 05:00;258.834;79.473;161.346;16.283;-0.424;0.341;1.815
18/02/2017 06:00;266.412;79.925;159.868;24.968;-0.449;0.282;1.819
18/02/2017 07:00;275.484;82.194;159.662;29.705;1.631;0.298;1.994
18/02/2017 08:00;303.489;81.337;164.593;40.746;14.789;-0.012;2.037
18/02/2017 09:00;345.651;81.954;164.729;50.071;46.997;-0.064;1.964
18/02/2017 10:00;380.451;79.372;166.555;53.587;78.95;0.034;1.953
18/02/2017 11:00;391.529;80.136;167.994;54.321;86.579;0.552;1.947
18/02/2017 12:00;399.14;81.903;167.87;44.818;101.751;0.823;1.975
18/02/2017 13:00;386.972;83.305;164.653;32.976;103.04;1.024;1.974
18/02/2017 14:00;375.572;90.585;157.058;32.428;92.121;1.448;1.932
18/02/2017 15:00;375.467;99.835;161.379;20.208;90.545;1.565;1.935
18/02/2017 16:00;371.215;105.491;149.04;31.679;81.762;1.306;1.937
18/02/2017 17:00;368.472;116.581;145.173;44.731;59.808;0.451;1.728
18/02/2017 18:00;368.208;146.041;148.547;43.636;28.381;0.102;1.5
18/02/2017 19:00;372.589;143.337;169.921;49.879;6.225;0.684;2.543
18/02/2017 20:00;412.354;145.189;181.025;81.927;0.373;1.434;2.406
18/02/2017 21:00;392.478;143.705;161.304;83.957;-0.453;1.728;2.236
18/02/2017 22:00;374.52;131.214;163.445;77.247;-0.52;0.927;2.207
18/02/2017 23:00;378.754;120.469;168.564;87.314;-0.514;0.714;2.207
19/02/2017 00:00;332.396;91.156;168.424;70.386;-0.445;0.664;2.211
19/02/2017 01:00;297.836;70.978;160.198;64.24;-0.522;0.731;2.21
19/02/2017 02:00;279.325;59.728;159.861;57.91;-0.513;0.13;2.209
19/02/2017 03:00;267.582;59.447;159.924;45.996;-0.469;0.475;2.209
19/02/2017 04:00;257.87;59.57;159.839;36.427;-0.428;0.257;2.206
19/02/2017 05:00;253.036;60.538;155.346;35.259;-0.425;0.11;2.209
19/02/2017 06:00;254.687;60.889;155.196;36.859;-0.461;-0.005;2.209
19/02/2017 07:00;250.847;61.827;149.093;38.427;0.152;0.165;1.183
19/02/2017 08:00;270.717;60.875;145.933;50.756;12.057;0.544;0.552
19/02/2017 09:00;303.339;62.58;141.5;63.052;35.198;0.017;0.992
19/02/2017 10:00;329.146;60.082;141.678;49.185;75.737;0.326;2.138
19/02/2017 11:00;345.873;68.706;154.542;39.584;80.857;-0.013;2.197
19/02/2017 12:00;359.246;90.232;142.383;22.545;101.672;0.221;2.194
19/02/2017 13:00;347.218;91.497;120.152;35.47;97.579;0.331;2.189
19/02/2017 14:00;332.075;88.875;123.373;15.591;101.727;0.322;2.187
19/02/2017 15:00;325.81;90.659;123.335;28.087;81.955;0.296;1.477
19/02/2017 16:00;318.077;103.671;124.169;38.656;49.918;0.199;1.463
19/02/2017 17:00;316.561;122.46;122.777;35.343;33.665;0.176;2.14
19/02/2017 18:00;321.409;139.558;123.711;35.946;20.33;0.095;1.768
19/02/2017 19:00;350.088;163.445;124.07;57.539;2.563;0.164;2.307
19/02/2017 20:00;402.09;174.628;123.659;102.306;-0.491;0.125;1.862
19/02/2017 21:00;391.75;167.39;127.095;96.295;-0.539;0.101;1.407
19/02/2017 22:00;379.879;167.112;130.664;81.245;-0.493;0.179;1.171
